00BE               20231130                                                                                   
0601BEC5N       20240101004280100000005000 0500000000002811   
0601BEC5N       20240101004285100000005000 0500000000002812   
0601BEC5N       20240101004290100000005000 0500000000002813   
0601BEC5N       20240101004295100000005000 0500000000002815   
0601BEC5N       20240101004300100000005000 0500000000002816   
0601BEC5N       20240101004305100000005000 0500000000002816   
0601BEC5N       20240101004310100000005000 0500000000002818   
0601BEC5N       20240101004315100000005000 0500000000002819   
0601BEC5N       20240101004320100000005000 0500000000002820   
0601BEC5N       20240101004325100000005000 0500000000002821   
0601BEC5N       20240101004330100000005000 0500000000002822   
0601BEC5N       20240101004335100000005000 0500000000002823   
0601BEC5N       20240101004340100000005000 0500000000002824   
0601BEC5N       20240101004345100000005000 0500000000002825   
0601BEC5N       20240101004350100000005000 0500000000002826   
0601BEC5N       20240101004355100000005000 0500000000002827   
0601BEC5N       20240101004360100000005000 0500000000002828   
0601BEC5N       20240101004365100000005000 0500000000002829   
0601BEC5N       20240101004370100000005000 0500000000002830   
0601BEC5N       20240101004375100000005000 0500000000002832   
0601BEC5N       20240101004380100000005000 0500000000002833   
0601BEC5N       20240101004385100000005000 0500000000002833   
0601BEC5N       20240101004390100000005000 0500000000002835   
0601BEC5N       20240101004395100000005000 0500000000002836   
0601BEC5N       20240101004400100000005000 0500000000002837   
0601BEC5N       20240101004405100000005000 0500000000002838   
0601BEC5N       20240101004410100000005000 0500000000002839   
0601BEC5N       20240101004415100000005000 0500000000002840   
0601BEC5N       20240101004420100000005000 0500000000002841   
0601BEC5N       20240101004425100000005000 0500000000002842   
0601BEC5N       20240101004430100000005000 0500000000002843   
0601BEC5N       20240101004435100000005000 0500000000002844   
0601BEC5N       20240101004440100000005000 0500000000002845   
0601BEC5N       20240101004445100000005000 0500000000002846   
0601BEC5N       20240101004450100000005000 0500000000002847   
0601BEC5N       20240101004455100000005000 0500000000002848   
0601BEC5N       20240101004460100000005000 0500000000002849   
0601BEC5N       20240101004465100000005000 0500000000002850   
0601BEC5N       20240101004470100000005000 0500000000002851   
0601BEC5N       20240101004475100000005000 0500000000002852   
0601BEC5N       20240101004480100000005000 0500000000002853   
0601BEC5N       20240101004485100000005000 0500000000002854   
0601BEC5N       20240101004490100000005000 0500000000002855   
0601BEC5N       20240101004495100000005000 0500000000002856   
0601BEC5N       20240101004500100000005000 0500000000002857   
0601BEC5N       20240101004505100000005000 0500000000002858   
0601BEC5N       20240101004510100000005000 0500000000002859   
0601BEC5N       20240101004515100000005000 0500000000002860   
0601BEC5N       20240101004520100000005000 0500000000002861   
0601BEC5N       20240101004525100000005000 0500000000002862   
0601BEC5N       20240101004530100000005000 0500000000002863   
0601BEC5N       20240101004535100000005000 0500000000002864   
0601BEC5N       20240101004540100000005000 0500000000002865   
0601BEC5N       20240101004545100000005000 0500000000002866   
0601BEC5N       20240101004550100000005000 0500000000002867   
0601BEC5N       20240101004555100000005000 0500000000002868   
0601BEC5N       20240101004560100000005000 0500000000002869   
0601BEC5N       20240101004565100000005000 0500000000002870   
0601BEC5N       20240101004570100000005000 0500000000002871   
0601BEC5N       20240101004575100000005000 0500000000002872   
0601BEC5N       20240101004580100000005000 0500000000002873   
0601BEC5N       20240101004585100000005000 0500000000002874   
0601BEC5N       20240101004590100000005000 0500000000002875   
0601BEC5N       20240101004595100000005000 0500000000002876   
0601BEC5N       20240101004600100000005000 0500000000002877   
0601BEC5N       20240101004605100000005000 0500000000002878   
0601BEC5N       20240101004610100000005000 0500000000002879   
0601BEC5N       20240101004615100000005000 0500000000002879   
0601BEC5N       20240101004620100000005000 0500000000002881   
0601BEC5N       20240101004625100000005000 0500000000002882   
0601BEC5N       20240101004630100000005000 0500000000002882   
0601BEC5N       20240101004635100000005000 0500000000002884   
0601BEC5N       20240101004640100000005000 0500000000002884   
0601BEC5N       20240101004645100000005000 0500000000002885   
0601BEC5N       20240101004650100000005000 0500000000002886   
0601BEC5N       20240101004655100000005000 0500000000002887   
0601BEC5N       20240101004660100000005000 0500000000002888   
0601BEC5N       20240101004665100000005000 0500000000002889   
0601BEC5N       20240101004670100000005000 0500000000002890   
0601BEC5N       20240101004675100000005000 0500000000002891   
0601BEC5N       20240101004680100000005000 0500000000002892   
0601BEC5N       20240101004685100000005000 0500000000002893   
0601BEC5N       20240101004690100000005000 0500000000002894   
0601BEC5N       20240101004695100000005000 0500000000002894   
0601BEC5N       20240101004700100000005000 0500000000002896   
0601BEC5N       20240101004705100000005000 0500000000002896   
0601BEC5N       20240101004710100000005000 0500000000002897   
0601BEC5N       20240101004715100000005000 0500000000002899   
0601BEC5N       20240101004720100000005000 0500000000002899   
0601BEC5N       20240101004725100000005000 0500000000002900   
0601BEC5N       20240101004730100000005000 0500000000002901   
0601BEC5N       20240101004735100000005000 0500000000002902   
0601BEC5N       20240101004740100000005000 0500000000002903   
0601BEC5N       20240101004745100000005000 0500000000002904   
0601BEC5N       20240101004750100000005000 0500000000002905   
0601BEC5N       20240101004755100000005000 0500000000002906   
0601BEC5N       20240101004760100000005000 0500000000002907   
0601BEC5N       20240101004765100000005000 0500000000002908   
0601BEC5N       20240101004770100000005000 0500000000002909   
0601BEC5N       20240101004775100000005000 0500000000002910   
0601BEC5N       20240101004780100000005000 0500000000002911   
0601BEC5N       20240101004785100000005000 0500000000002911   
0601BEC5N       20240101004790100000005000 0500000000002913   
0601BEC5N       20240101004795100000005000 0500000000002913   
0601BEC5N       20240101004800100000005000 0500000000002914   
0601BEC5N       20240101004805100000005000 0500000000002915   
0601BEC5N       20240101004810100000005000 0500000000002916   
0601BEC5N       20240101004815100000005000 0500000000002917   
0601BEC5N       20240101004820100000005000 0500000000002918   
0601BEC5N       20240101004825100000005000 0500000000002919   
0601BEC5N       20240101004830100000005000 0500000000002920   
0601BEC5N       20240101004835100000005000 0500000000002920   
0601BEC5N       20240101004840100000005000 0500000000002922   
0601BEC5N       20240101004845100000005000 0500000000002922   
0601BEC5N       20240101004850100000005000 0500000000002923   
0601BEC5N       20240101004855100000005000 0500000000002924   
0601BEC5N       20240101004860100000005000 0500000000002925   
0601BEC5N       20240101004865100000005000 0500000000002926   
0601BEC5N       20240101004870100000005000 0500000000002927   
0601BEC5N       20240101004875100000005000 0500000000002928   
0601BEC5N       20240101004880100000005000 0500000000002929   
0601BEC5N       20240101004885100000005000 0500000000002930   
0601BEC5N       20240101004890100000005000 0500000000002931   
0601BEC5N       20240101004895100000005000 0500000000002931   
0601BEC5N       20240101004900100000005000 0500000000002933   
0601BEC5N       20240101004905100000005000 0500000000002933   
0601BEC5N       20240101004910100000005000 0500000000002934   
0601BEC5N       20240101004915100000005000 0500000000002935   
0601BEC5N       20240101004920100000005000 0500000000002936   
0601BEC5N       20240101004925100000005000 0500000000002937   
0601BEC5N       20240101004930100000005000 0500000000002938   
0601BEC5N       20240101004935100000005000 0500000000002939   
0601BEC5N       20240101004940100000005000 0500000000002939   
0601BEC5N       20240101004945100000005000 0500000000002940   
0601BEC5N       20240101004950100000005000 0500000000002941   
0601BEC5N       20240101004955100000005000 0500000000002942   
0601BEC5N       20240101004960100000005000 0500000000002943   
0601BEC5N       20240101004965100000005000 0500000000002944   
0601BEC5N       20240101004970100000005000 0500000000002944   
0601BEC5N       20240101004975100000005000 0500000000002945   
0601BEC5N       20240101004980100000005000 0500000000002946   
0601BEC5N       20240101004985100000005000 0500000000002947   
0601BEC5N       20240101004990100000005000 0500000000002948   
0601BEC5N       20240101004995100000005000 0500000000002949   
0601BEC5N       20240101005000100000100000 0500000000002950   
0601BEC5N       20240101005100100000100000 0500000000002966   
0601BEC5N       20240101005200100000100000 0500000000002982   
0601BEC5N       20240101005300100000100000 0500000000002998   
0601BEC5N       20240101005400100000100000 0500000000003013   
0601BEC5N       20240101005500100000100000 0500000000003027   
0601BEC5N       20240101005600100000100000 0500000000003041   
0601BEC5N       20240101005700100000100000 0500000000003055   
0601BEC5N       20240101005800100000100000 0500000000003068   
0601BEC5N       20240101005900100000100000 0500000000003080   
0601BEC5N       20240101006000100000100000 0500000000003092   
0601BEC5N       20240101006100100000100000 0500000000003104   
0601BEC5N       20240101006200100000100000 0500000000003115   
0601BEC5N       20240101006300100000100000 0500000000003127   
0601BEC5N       20240101006400100000100000 0500000000003137   
0601BEC5N       20240101006500100000100000 0500000000003148   
0601BEC5N       20240101006600100000100000 0500000000003158   
0601BEC5N       20240101006700100000100000 0500000000003168   
0601BEC5N       20240101006800100000100000 0500000000003177   
0601BEC5N       20240101006900100000100000 0500000000003186   
0601BEC5N       20240101007000100000100000 0500000000003195   
0601BEC5N       20240101007100100000100000 0500000000003204   
0601BEC5N       20240101007200100000100000 0500000000003212   
0601BEC5N       20240101007300100000100000 0500000000003220   
0601BEC5N       20240101007400100000100000 0500000000003229   
0601BEC5N       20240101007500100000100000 0500000000003236   
0601BEC5N       20240101007600100000100000 0500000000003244   
0601BEC5N       20240101007700100000100000 0500000000003251   
0601BEC5N       20240101007800100000100000 0500000000003259   
0601BEC5N       20240101007900100000100000 0500000000003266   
0601BEC5N       20240101008000100000100000 0500000000003273   
0601BEC5N       20240101008100100000100000 0500000000003279   
0601BEC5N       20240101008200100000100000 0500000000003286   
0601BEC5N       20240101008300100000100000 0500000000003292   
